"years","rcs_crn","rcs_crn0","rcs_sf_crn","rcs_sf_crn0"
"135",0.974840091993292,1.00878855319131,0.993819934551419,1.02626626648792
"136",0.949378111701274,1.06557721405544,0.969347079173666,1.08484926634607
"137",0.9725790750349,0.939714169061147,0.989622174520535,0.954245990310429
"138",1.01888807139583,1.04949349372066,1.03452002796564,1.06278301090709
"139",1.00529906439859,1.11344614608111,1.02346567048353,1.12985983873618
"14",0.880066925164072,0.845227363054096,1.077,0.933795694244946
"140",0.986765206332191,1.15626581887934,1.00247718639869,1.17223483627632
"141",0.998381082664834,1.03240215254525,1.01313386831569,1.04755964297033
"142",0.967602329666178,0.993325213144351,0.982686944875954,1.0051261192379
"143",0.969230703814389,0.918696330771651,0.984977593259359,0.931841156636987
"144",0.975810651206667,1.10017679642152,0.99020864229938,1.11401582307743
"145",0.939645412852065,1.07968279350414,0.953433633371681,1.09193380960509
"146",1.0183456693027,1.04788214140704,1.03043356016449,1.05877551217256
"147",0.964823480351458,0.816597591968313,0.97737012271902,0.826491234883063
"148",0.996264233931484,1.15485833470609,1.00970183237417,1.16900798114758
"149",0.966997529757046,1.2354826654275,0.982980646847595,1.25039238293196
"15",0.938870482667167,0.929750715829492,1.154,1.05181548119803
"150",0.969323146053302,1.03822081603848,0.983081239047282,1.04859480445808
"151",1.00400836343731,1.10079792330623,1.01837453519624,1.11213981110018
"152",0.962708147542774,1.03798008806146,0.972875752132967,1.04708455182794
"153",0.999154499556694,1.05648107940683,1.01084011685844,1.06501530285649
"154",1.00048208984779,1.25848164460299,1.01301385414104,1.27087839584709
"155",0.969246460653664,0.994784467062091,0.979696508314015,1.00456120964381
"156",0.988778010155511,0.987395130464807,0.998858245461466,0.996663699343844
"157",0.953173657064855,1.10574251778204,0.9642574604323,1.11657384807663
"158",0.987452480627771,1.17378453530503,0.997651830995066,1.18453531318547
"159",0.973065734809826,0.797768391736227,0.981554339123027,0.804665355090017
"16",0.960043005541377,0.892718930235875,1.185,1.01449637058516
"160",0.991368108407032,0.976443427655884,1.00389631585458,0.985386946035806
"161",0.996447722538977,0.893040353042013,1.00598891063156,0.900837208651792
"162",1.02881320300035,0.873110649694023,1.03863410040948,0.882484232113897
"163",1.0162952349741,1.23746641570583,1.02681228063859,1.24870225639936
"164",0.994764757646441,1.06430849441239,1.00610691448309,1.07462913834941
"165",1.02508475608981,0.991691350619098,1.03397991034899,1.00137263167831
"166",1.00819109871071,1.16653905534496,1.01845690702919,1.1779001219382
"167",1.0183786182525,1.15491979875637,1.0287395983486,1.16559664001552
"168",1.0244352664853,1.16387090531002,1.03160939982405,1.17412455902141
"169",0.987989584022641,1.15188097720158,0.996758084845244,1.16149005364271
"17",0.898896937303353,0.856003283365535,1.105,0.920736609105464
"170",1.00211762856264,0.91059240601699,1.01069822125874,0.918441358893975
"171",1.0600808099195,0.863863785843664,1.06893066915185,0.870871444642577
"172",1.0258950618966,0.968654762090122,1.03421189121044,0.974903730293646
"173",1.01955684591348,1.08348003133817,1.02803904450542,1.08991837568122
"174",0.99133204200235,0.867009891137285,1.00030336929608,0.872065903204646
"175",0.98761365036644,0.855564825034196,0.996783313458867,0.860520351761636
"176",1.02222949974755,1.10455600088795,1.03068629340695,1.1108906219472
"177",1.02244402396473,1.21086336030035,1.03115829454748,1.21841508884422
"178",1.00606676002478,1.26023758943243,1.01571366058328,1.2680132217046
"179",1.01519978791203,0.952244955940364,1.02432904779572,0.957646942900036
"18",0.96184404048997,0.756739646121251,1.187,0.906593510739036
"180",1.02050179899955,0.83793256406218,1.02836831654446,0.843092072341635
"181",0.977862389243855,1.04797798296913,0.984556297405056,1.0533674913404
"182",1.02943014515434,1.05426870731981,1.03718261948065,1.05955815678672
"183",1.02494945501042,0.955025642947413,1.03389591940641,0.960017454152712
"184",1.04123240114485,1.09535826689265,1.04990773169598,1.100516063538
"185",0.993500067568174,0.803609800843419,1.0034753417782,0.808014739922369
"186",1.00021471278755,0.930561448395054,1.0092609561958,0.934922129614324
"187",1.02531101644692,1.05330468339886,1.03489419236363,1.05809995836086
"188",1.02518618541607,0.989139838417876,1.03445351058371,0.994683530807748
"189",1.0379361266112,0.901615709195294,1.04818644076709,0.906395895495569
"19",1.02598490486631,1.11220586250592,1.2705,1.28966396373713
"190",1.03951767751316,1.07440132992259,1.04943236527794,1.08188328689242
"191",0.999918474442357,1.24636848491544,1.01213213220372,1.25256367554655
"192",0.997744205137159,1.15986652742972,1.00887415328773,1.16825397010072
"193",1.02863193811419,0.936279484660006,1.03903452296919,0.943092783011463
"194",1.00645220777379,0.99641066914965,1.01846086491986,1.00079593124005
"195",0.988204624641409,1.09491494663922,0.999159757049331,1.10299997737393
"196",1.03855413271731,1.18824880003983,1.04929462603902,1.19712419162271
"197",1.04945746382452,1.05938685706538,1.06158581010199,1.06639327530502
"198",1.01958663365595,0.925005262504756,1.0317772242706,0.931290112850878
"199",1.0415946067711,1.14018783955967,1.05271776816538,1.14652415378334
"20",1.02435172871511,0.989806899213024,1.273,1.094371682998
"200",1.01091504764062,0.85113996737033,1.02029352241653,0.85730661422067
"201",1.01839820119128,1.06751793202709,1.03109556444097,1.07160472720075
"202",1.00730309970587,1.11684708262037,1.01744259012675,1.12234001289199
"203",1.01266464084955,0.998673565985875,1.02357404646292,1.00621307806182
"204",1.02385392274062,1.12078648770514,1.03342113014894,1.13035178447961
"205",1.01163796077664,1.10490164187088,1.02335332193701,1.11335578493515
"206",1.01533478243879,0.920955895206824,1.02477310110496,0.92608453716696
"207",1.03021056164823,1.21687573577873,1.04287311151117,1.22466899422709
"208",0.972106549332887,0.890093604321101,0.983724426828354,0.894192053166076
"209",1.00176350670859,1.10442214166132,1.01273800659972,1.11175157217511
"21",1.00875515832396,0.744563766157639,1.23732414701702,0.855742873185401
"210",1.01564857590227,0.999667328988071,1.02726553889212,1.00624195696225
"211",0.960855641207603,0.957215594286945,0.970983908896695,0.963004145589924
"212",1.0266483254834,1.0231028261843,1.03847173546657,1.03175617572972
"213",1.03460913049831,1.07107568959436,1.04382613075941,1.07869454757778
"214",0.983434283169474,1.09439151295947,0.994350862592429,1.10178515823626
"215",0.988089744698668,1.17552759899872,0.997319310414996,1.18161113248179
"216",1.06946059229187,1.11731569758539,1.07846878015531,1.12504809517773
"217",0.970887551567914,1.11624159498453,0.982157939715178,1.12269477405825
"218",0.98414027407044,0.972557777085413,0.993079050581224,0.978299562506838
"219",1.01445208679278,1.21476965289591,1.02358579657232,1.22199367743296
"22",0.961095403617736,0.911170970478341,1.22680404491532,1.02714835533328
"220",1.04547214957724,1.21593661979473,1.05526183168176,1.22339476647492
"221",1.01877820854132,0.987519561429273,1.03077660833199,0.992370979624662
"222",1.02604081377397,1.22001816601474,1.03764407287958,1.22755173974784
"223",1.03982972016596,1.02023876104447,1.0518065682707,1.02563530166892
"224",0.999611175502649,1.08912311883573,1.01265423815962,1.09500965364857
"225",1.01221787261587,1.06016545705425,1.02068510506742,1.06598096360405
"226",1.04764104423855,1.15922126908427,1.05942186813609,1.16600640254677
"227",1.02265529769025,0.976127719421326,1.03433771786264,0.981366391344397
"228",1.05674918564983,0.930928211629557,1.06647276954896,0.936167444576314
"229",1.03353042440983,0.987930713597529,1.0459340611672,0.994416715686497
"23",1.00204093698547,0.952136388699689,1.24826541291008,1.11204929292818
"230",1.05095703999999,1.16092290948927,1.06333413640248,1.16710718299635
"231",0.995215209180961,0.933778323854267,1.004627102808,0.939285686029902
"232",0.995752189306903,1.15881833568652,1.00517005076483,1.1655184198325
"233",0.984402811611886,1.11715662533521,0.997131354486779,1.12315390442925
"234",1.05877069685224,1.12007089713476,1.07291745067737,1.12676058644967
"235",1.00510452067471,1.11719126585414,1.01773841310055,1.1240545897749
"236",1.04695656766097,1.14012171394289,1.06383663598532,1.14620721026366
"237",1.0816344460539,1.1341767942064,1.09783735691852,1.14060966939073
"238",0.998172137279281,1.00368046724775,1.01360145470361,1.01022250276174
"239",0.981736875509204,0.980401870252443,0.996823016539611,0.985485411165691
"24",1.0157789556018,0.948978854270036,1.26715844948475,1.10349185968811
"240",1.01767917611617,1.08799312398241,1.03409744232711,1.09415939800083
"241",1.10357794006568,0.833082526378349,1.1211830988432,0.837677193760702
"242",1.00468955121346,1.18765725421883,1.0199342118956,1.19435937568187
"243",1.06610182666681,1.01198771040623,1.08468365585144,1.0182088796742
"244",1.08576160605533,1.15017746812086,1.0998725636149,1.15642547535632
"245",1.04961519724587,1.12145318828152,1.06567601105212,1.12802049707424
"246",1.02453681891081,0.988997812946337,1.04062815721302,0.994842781215275
"247",1.07038387977551,1.06856701281461,1.08798786305669,1.07500424369323
"248",1.15336016366145,0.972491653627011,1.17384744781146,0.979271869550335
"249",1.14141474706331,1.05543233347873,1.16240215017134,1.06205132837915
"25",1.08443484881135,0.973226430307098,1.36325796860618,1.13252053701471
"250",1.05236224881082,1.14958049505329,1.07102773185375,1.15739912915953
"251",1.04279567401009,0.838766435676985,1.06063211196201,0.844246480025435
"252",1.06608797602985,0.866581614069353,1.08285639323155,0.871609042497523
"253",1.07797538304331,1.04756815117339,1.09802379995081,1.05443800284261
"254",1.06337405589263,1.11411394342247,1.08081155931324,1.1210699785093
"255",1.02518105273304,1.08132087911023,1.04209735322928,1.08738686717741
"256",1.10183966962961,1.37432995727845,1.12271752037603,1.38183063041175
"257",1.06056489341218,0.812602490661434,1.07838650531252,0.816899097587288
"258",1.06792780550669,1.17065513301175,1.09045876431223,1.17634812676837
"259",0.980281096899984,1.09818876240635,0.996910413915348,1.10438251300043
"26",0.992091447900494,0.948060512375202,1.23314042606876,1.1174621295892
"260",1.07908118067732,1.04677150737784,1.0977931769787,1.05339448356336
"261",1.10489811389797,1.02689341824817,1.12375436509222,1.03295339562021
"262",0.997382810074663,0.972364092622025,1.01548002477662,0.97865747847689
"263",1.09469340455357,1.00505514789239,1.11237362450319,1.01083669839987
"264",1.06845835751364,1.04618589572012,1.08630820408014,1.05263083816913
"265",1.10718084199406,0.97834223819589,1.12802898021897,0.98436162996102
"266",1.07525657823031,1.0681730319918,1.09495204359399,1.07571211123173
"267",1.07609597910651,1.28870868347091,1.09396532723822,1.29608018388565
"268",1.09210371062834,1.10553202065981,1.11296205269543,1.11153266938847
"269",0.999905378883212,1.10613055355644,1.01758909959212,1.11247566655659
"27",0.988685454138162,1.1162211874551,1.22496570396772,1.3263313960999
"270",1.03734846334032,1.16977938555434,1.0551694393342,1.1775405980645
"271",0.998331778134837,1.1262841166654,1.01644058412674,1.13342260703521
"272",1.10031339447549,1.19394900613551,1.11865348644771,1.20136030872313
"273",1.05124073401706,1.07214203070331,1.06932559840204,1.0783598787186
"274",1.09829257617154,1.15555019461052,1.11863482299394,1.16305591035247
"275",1.06059197489952,1.16070712477887,1.07949757193402,1.16794403319504
"276",1.06996780267214,0.979343997622848,1.09046807343771,0.986050169807273
"277",1.19198596647672,1.08610749873447,1.21280726009521,1.09302245824555
"278",1.07045675316238,1.18134943976256,1.08934721102453,1.18937940658361
"279",1.07512317615298,0.990688730586547,1.09246415493464,0.996146529878155
"28",0.95843938697867,1.04246997373055,1.1896171518894,1.21524505401512
"280",1.01551902992823,1.25422783123073,1.03251581777501,1.26211694678994
"281",1.04786739409711,1.22265364262372,1.06481805201125,1.2299701431703
"282",1.14526765645795,1.25804114335354,1.16595785672667,1.2656522197637
"283",1.07450708117617,1.04992920338747,1.09196609154727,1.05581351992988
"284",1.12167788105003,1.25995922771363,1.13959712337862,1.26774777700003
"285",1.06212988542439,1.01129111256413,1.07974453867395,1.0178216067601
"286",1.00901354973053,1.26836780636866,1.02540365127247,1.27673812434181
"287",1.11551679263997,1.01878757998521,1.13164156987707,1.02534390491543
"288",1.08867296838041,1.1593420342219,1.10443634705533,1.16695804579943
"289",1.09289484536599,1.2091993572014,1.11142773696138,1.21695067078438
"29",0.949260691797057,0.964608907297763,1.18606433931048,1.12171658800691
"290",1.09731078909192,1.20933193272777,1.11271941584875,1.21735177841129
"291",1.08735216293247,1.18114176894298,1.10193881592405,1.189742061089
"292",1.03857856914395,1.35161126379306,1.0526875284764,1.35996140140629
"293",0.997181300112996,1.07109277891389,1.01147089494953,1.07786681593166
"294",1.07027491433408,1.05432600942135,1.08600125355991,1.06090195054966
"295",1.00561467224279,1.34312517641846,1.02058976534456,1.35136321242602
"296",1.11249382924615,1.16065520230162,1.12812313431424,1.16785194147362
"297",1.0673905894523,1.11413292851036,1.08571138145773,1.12045998938032
"298",1.0993203450266,1.23385661781593,1.11558585795641,1.24177030971998
"299",1.05881729099061,1.0615884405404,1.07179039220924,1.06582789301632
"30",1.02962255406625,1.00501599732783,1.27586846623188,1.1954998216238
"300",1.08099417508461,1.07414150628327,1.09725799628775,1.07983639145333
"301",1.0208293254094,0.985695124247705,1.03318058741263,0.989984712410972
"302",1.06732003128858,1.11479526572084,1.08167688751663,1.11983044905046
"303",1.01930885602125,1.30012922578932,1.03296345204843,1.30632207795857
"304",1.00692917130542,1.07141060297734,1.01864840059109,1.07640476845538
"305",1.0328525822837,1.07719360863355,1.04770733116562,1.08191924201172
"306",1.09514805469996,1.22874316342508,1.11175834254932,1.23482850293528
"307",1.06008557965834,1.15226583642403,1.07645215790495,1.15788719234025
"308",1.1327903689802,1.14489659329216,1.14958635595689,1.14937891358285
"309",1.00490080514609,1.20592615579261,1.01691835514046,1.21163811336601
"31",1.03257366526174,0.885194138053156,1.28119372774166,1.04242876736388
"310",1.07290379168869,1.13042619555099,1.08794868181791,1.13425962892019
"311",1.10557775628475,1.01069819744567,1.12109289535278,1.01438533100094
"312",1.10881355215778,1.02421262269527,1.12495374718187,1.02771450255043
"313",1.0226260822962,1.1082028911239,1.0368715566887,1.11213329551559
"314",1.07017394130333,1.1648534933783,1.08687827143635,1.16878048449241
"315",1.0277261294136,0.97671180312967,1.04209235966236,0.979914990825334
"316",1.01491971084587,0.795571627120571,1.02629683421605,0.798335946578702
"317",1.06751501983372,1.15569719158992,1.0816491036984,1.15984456333298
"318",1.14650844845275,1.09565284153052,1.16480983639079,1.09874532844446
"319",1.09776428139144,1.02759242246186,1.11209015220287,1.03087221146425
"32",1.0167372609345,0.818468666173162,1.24773791667936,0.97129749939677
"320",1.09545102096107,1.09076726075126,1.11054453835934,1.09451863464599
"321",1.10327192545713,0.99164172104931,1.11860477942148,0.994800036409018
"322",1.15007354837118,1.10146856515893,1.16736020899954,1.10471843465089
"323",1.13842392600891,1.06284103701383,1.15455224640537,1.06512717352164
"324",1.11082937921728,1.03398318490311,1.12720464758961,1.03743377371468
"325",1.09397800536563,0.945174330124099,1.10824079715312,0.948179620576821
"326",1.15696191088133,0.892902994233656,1.17292917907694,0.895463586857502
"327",1.10948283341308,1.06556734374826,1.12049190942271,1.06849530095873
"328",1.03483676687813,0.84913981201092,1.04896357124882,0.85180104295309
"329",1.09321785080501,1.13651084789389,1.10861136259127,1.14105296542206
"33",1.02752539342868,1.0136812143488,1.25821988188584,1.16924970619594
"330",1.08634828271895,1.19899918753489,1.10033933414851,1.20273394016705
"331",1.07998301514293,0.862056362266342,1.09369111293216,0.86458052739658
"332",1.08955702588012,1.06961320788326,1.10445522977523,1.073204064561
"333",1.04547856198937,1.09278656411111,1.05692339649557,1.09681861877517
"334",1.15838576949135,1.03021077297852,1.17375567627064,1.03292195753389
"335",1.05871191297164,0.977621185364044,1.07082049395433,0.981299525853964
"336",1.02516223624119,1.12765464379853,1.03412303896607,1.13021425988089
"337",1.0868456303302,0.955800169417011,1.09843939549721,0.957729501534498
"338",1.03127897104707,1.1461005256764,1.04458507170624,1.14938609903175
"339",1.08554605808207,1.12657917445576,1.09671956071026,1.13016045271355
"34",1.01246031295444,0.813992824428988,1.2553735299361,0.959740418597868
"340",1.0764804701861,1.2169730493846,1.08660651916483,1.22135201302999
"341",1.0573660534518,1.21198434753138,1.06759705082545,1.21527852768775
"342",1.06920185976261,1.07351417916774,1.07719304644039,1.07728556442527
"343",1.10369235510603,1.29391177873978,1.11353173647651,1.29880804142382
"344",1.03571426070515,1.06840853697003,1.04300958805464,1.07153256236075
"345",1.06305553666099,1.30543923390077,1.072538682812,1.30942316972766
"346",1.14399247425748,1.08500764850423,1.1523703205742,1.08830394131863
"347",1.03355029721896,0.95180057025199,1.03836503665673,0.953555200197283
"348",1.01758951406779,1.01691352461873,1.02497440672868,1.0194804379002
"349",1.09672147574129,1.02714853803596,1.10345204007374,1.02990893223956
"35",0.997933993644179,1.00223200061312,1.23083539246805,1.17232015393676
"350",1.05092028209561,1.25516273191573,1.05804142894723,1.25885867076969
"351",1.0912834208452,1.10894524345618,1.09715554241628,1.11286676366214
"352",1.01298481118242,1.1960318734826,1.01841362700089,1.19866276379878
"353",1.0323381919226,1.26614319115161,1.03564990294305,1.26885548069478
"354",1.0482649311007,1.19404091995071,1.05381640766017,1.19809439988028
"355",1.0739222815902,0.956951012181945,1.0800165774911,0.958965221524051
"356",1.04814798965177,1.11159031713152,1.05267426696633,1.11372824449613
"357",0.991613016735964,1.09570266242964,0.997661068666003,1.09809626278883
"358",1.0542777462843,1.17786971202497,1.05833772513785,1.17986332091993
"359",1.0504339951178,1.21272603551937,1.05424780398852,1.21577208951001
"36",0.969128458513235,1.09402087739947,1.19440980027658,1.28153466005138
"360",1.02432931083354,0.893582425575559,1.02962638526131,0.895352503390077
"361",1.10007389323878,1.12447250407368,1.10529922174625,1.12721297832578
"362",1.04828522058852,1.07634248857991,1.05327972126315,1.07859751275401
"363",1.05609135437787,1.1044928165072,1.05961863373652,1.10675928076025
"364",1.10192966631931,1.13594702590718,1.1079672126827,1.13801800013777
"365",1.06509493441914,1.1170163013572,1.07156372996742,1.11906950553326
"366",1.01230912641831,1.22797208632909,1.01734297712016,1.23040347765559
"367",1.02937390263922,0.952720035442169,1.03476993079084,0.954948206385974
"368",1.081978183164,1.21242376679343,1.0870739508868,1.21471925218452
"369",1.07474429137049,1.20955744169067,1.08039867565778,1.21153657306308
"37",0.971475508964606,0.910345495865538,1.18234511190256,1.07218197081811
"370",1.03324296098564,1.09672859239268,1.03756996622018,1.09864286955864
"371",1.07079100093254,0.942012889697147,1.07593299922514,0.943552579878649
"372",1.09575490071932,1.24052727310491,1.10053667275393,1.24211363136914
"373",1.04722053313223,1.17095915710366,1.05070336277934,1.17338206854439
"374",1.05418579826405,1.1580645165236,1.05909877193068,1.16057568106439
"375",1.08684782068488,1.34517749065405,1.0913564789049,1.34807966364864
"376",0.989285518740675,0.915200632718354,0.994155499680321,0.915829413557764
"377",0.994613905185384,1.09829684149992,0.997557782876041,1.09911458395824
"378",1.01836005546677,1.32084185041299,1.02236598254898,1.32267672118824
"379",1.04452027104647,1.06264042782442,1.04752553208449,1.0639183032459
"38",1.00470770099607,0.789306490419608,1.23286575585926,0.91712693194757
"380",1.01053159655875,1.08691124271104,1.01415133182609,1.08769377641416
"381",0.987592864372572,0.870412634063724,0.99246571899304,0.871373444279354
"382",1.03855015685312,1.09968312854398,1.0421069066495,1.1004170295643
"383",1.00633394529532,0.931428057399889,1.01124322626166,0.932215485222755
"384",0.962193203393488,0.831320304981617,0.965912640510212,0.830991308882878
"385",1.03720288368073,1.24648781408577,1.04129745737026,1.24658419064674
"386",1.03550745513555,1.16228937091113,1.03898771725479,1.16311791988353
"387",1.01293677908153,1.11176617099482,1.01543686926798,1.1126282138924
"388",0.972135925731091,0.948936877637973,0.975163993629917,0.949775427047092
"389",1.03189459728133,0.954795460866118,1.03460605800794,0.955860684522319
"39",0.99229630890207,0.957749491921398,1.20971228988687,1.11129310137331
"390",0.968999468430143,0.953463815464513,0.972579758481468,0.953704449668411
"391",1.02160853897009,1.18708972686152,1.02722096018364,1.18711542031042
"392",1.03902129358604,1.18153888041376,1.04280801285865,1.1825232925648
"393",0.995172793507491,0.803710256623764,0.999334163768269,0.805529926519606
"394",1.00318386482016,1.11032124211272,1.00480375207281,1.11166850431544
"395",0.989821255289221,1.11944888336173,0.992335586467393,1.12072089395675
"396",1.00270253053358,1.21644806345669,1.00845384802263,1.21770500617803
"397",1.01651608074003,1.06163110100822,1.01923375733576,1.06289415761147
"398",1.0525219192864,0.996415479340983,1.05577712223429,0.996814479142959
"399",0.992042711271762,0.913407597234037,0.99541972483511,0.914065756548882
"40",0.99214129204652,1.02641914606584,1.1908743263142,1.20155130839853
"400",0.99800989996562,1.04693327188493,1.00085990716907,1.04765390430774
"401",1.08138640931789,1.12025675629508,1.08439282858777,1.12142033765645
"402",0.996368705648632,1.00703867622194,0.998183919919184,1.00757349540476
"403",0.990366972091479,1.26568993864081,0.993182984851028,1.26711920819584
"404",1.05099160363959,1.14443462381785,1.05400110289602,1.14621311172874
"405",0.969482493736245,1.08010638054646,0.971665612029363,1.08039103379281
"406",1.00274297058347,1.18186985569583,1.00531277508144,1.18329821102993
"407",1.00114628563648,1.09163952213827,1.00366737771733,1.09239073519525
"408",1.04707260936567,1.11096146196391,1.04949428406837,1.11140214458223
"409",1.00878377089514,1.10957679156501,1.01082117781596,1.11051749717898
"41",0.984723370213967,0.787791488566948,1.1893121192617,0.926689072867567
"410",1.01941577118165,1.11908602910822,1.02179118860028,1.12041952232682
"411",1.02910310986216,0.962045528809058,1.03178946456792,0.963791588705638
"412",1.03231379747805,1.12238837011958,1.03480554876823,1.1234206544587
"413",1.11667095357563,1.04588442224303,1.11852703974307,1.04622866187065
"414",1.01236365210048,1.01034599350786,1.01423379512121,1.01058573580578
"415",1.00598893930267,0.913489667077671,1.00704141748413,0.91284744483033
"416",1.00958136106022,1.00713050980604,1.01112376314258,1.00804080864791
"417",1.01835063066748,1.200548443093,1.01990598529466,1.20123312155122
"418",0.967520202631991,1.14226349768578,0.968051205616276,1.14313130026318
"419",1.01594820416786,1.21242538244303,1.01338354853103,1.21327019233244
"42",0.968926393169831,1.02917359885464,1.16978254224389,1.19163164158814
"420",1.03742501215066,1.13671207144143,1.03879452191578,1.13681757290209
"421",0.970847921484091,1.03818429138355,0.971516241562748,1.03867511648426
"422",1.03382682334768,0.954770212978692,1.03576608385635,0.956040823107238
"423",0.991408697839726,1.10816736709861,0.992605036668482,1.10869823905763
"424",1.05638055158447,1.07503127279006,1.05762563023922,1.07563245129875
"425",1.05185377912382,1.06654984335967,1.05383702643945,1.06771722118331
"426",1.09362973642241,1.23915850616578,1.09543593651357,1.24026948397484
"427",1.0339081719038,0.961363721643359,1.03544373061725,0.961769088262154
"428",0.983665710788342,1.21960941742159,0.986028170510734,1.21835556380945
"429",0.985431221720812,1.03648159187894,0.986640798449729,1.03690532259095
"43",1.00631480401044,0.963371568717293,1.21074660000859,1.11458338610098
"430",0.964242241892323,1.16667314603067,0.96532512251273,1.16761161131658
"431",1.01871885817582,1.17094110087892,1.020289312097,1.17187193370566
"432",1.00362966127981,1.01534722397678,1.00402464232066,1.0153569568213
"433",0.985138015787547,1.03814564424023,0.985445699194449,1.03804493697577
"434",1.03360214793131,1.07943935712672,1.03459529426898,1.08000060524002
"435",0.962040953920524,1.1137281138448,0.962690451203536,1.11450243094198
"436",1.02017683278398,1.1432442387107,1.02027516943599,1.14327655387815
"437",1.020003145841,1.12259179862946,1.02111045160435,1.12311771108859
"438",0.986251372049648,1.17140478673681,0.987033504391912,1.17186304988138
"439",0.991047384453114,1.07303660714386,0.990214111842486,1.07286094215085
"44",0.965695811799847,0.65014957092155,1.16079379880921,0.783601950562704
"440",0.941645852328803,0.961422566176178,0.94198886129067,0.960996607439344
"441",1.08138246500398,1.17701504945891,1.08191837375091,1.17677063531355
"442",0.919890954344652,1.13252042058817,0.919994886448883,1.13325750412183
"443",0.956341594148676,1.07425284661967,0.956145980440827,1.07448421754363
"444",0.974137643961486,0.994206198734595,0.973894967475977,0.994065063627852
"445",0.951081588107554,1.01595606697228,0.95205162022846,1.01668277110541
"446",0.980439213615641,1.15592321777226,0.979999674925448,1.15591020034613
"447",1.06765462929723,0.974840105234953,1.06706826405289,0.974115266190096
"448",0.948433385930329,1.01923998098472,0.947940959181707,1.0198671684547
"449",1.00202723291585,1.00693133201627,1.00128086227637,1.00674262210974
"45",1.02132921843638,0.830484036595691,1.21282707980062,0.953522468953657
"450",1.01073609639572,1.29259092173059,1.01047925165802,1.29383281016399
"451",0.995798728814442,1.10342647319991,0.994513565380037,1.10309350059552
"452",0.956759497988323,1.09705140714065,0.955998461594997,1.0962632594915
"453",0.972768967371108,1.203955027866,0.972417083481125,1.20240734376876
"454",0.911795407973307,1.05381247664414,0.910257225239127,1.0536192658835
"455",0.951717099941942,1.23495332167165,0.950948181803213,1.23316554823415
"456",0.989726744629763,1.03283978437744,0.987970289932847,1.03269574947222
"457",1.07690977050258,1.09558546042658,1.07708981210983,1.09435578570488
"458",0.951305109916423,1.04649176550527,0.947597331806896,1.04576814352952
"459",0.970322640330943,1.18706317503758,0.971610835245855,1.18610186387806
"46",0.98384523688494,0.890128603660094,1.1666575886043,1.03383362160129
"460",1.03187253451148,1.11670351561959,1.02965598662278,1.11551762745579
"461",0.983332090378138,1.01467127179823,0.982127746581929,1.01282736808533
"462",1.03039355847916,0.977021323543102,1.02736308232433,0.975636970069747
"463",0.967790702264041,0.799081199838193,0.966338687764025,0.797689699448167
